"biomas.codigo_cnuc,""nome_cnuc"",""grupo_protecao"",""icmbio"",""bipoma_referencial"",""categoria_uc"",""ano_criacao"",""area_uc"",""ano_evento"",""area_queimada"""
"0000.00.0157        ,""PARNA das Sempre-Vivas"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""2002"",""124156"",""2018"",""311"""
"0000.00.0049        ,""PARNA de Anavilhanas"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1981"",""340835"",""2018"",""0"""
"0000.00.0158        ,""PARNA de Aparados da Serra"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1959"",""13148"",""2018"",""0"""
"0000.00.1908        ,""PARNA de Boa Nova"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""2010"",""12065"",""2018"",""0"""
"0000.00.0159        ,""PARNA de Bras¡lia"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1961"",""42356"",""2018"",""0"""
"0000.00.0160        ,""PARNA de Capara¢"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""PARNA"",""1961"",""31763"",""2018"",""0"""
"0000.00.0161        ,""PARNA de Ilha Grande"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1997"",""76079"",""2018"",""0"""
"0000.00.0184        ,""PARNA de Itatiaia"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""PARNA"",""1937"",""28086"",""2018"",""0"""
"0000.00.0162        ,""PARNA de Jericoacoara"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""2002"",""8863"",""2018"",""0"""
"0000.00.0163        ,""PARNA de Paca s Novos"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""1979"",""708670"",""2018"",""4706"""
"0000.00.0164        ,""PARNA de Saint-Hilaire/Lange"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2001"",""25119"",""2018"",""0"""
"0000.00.0165        ,""PARNA de SÆo Joaquim"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1961"",""45524"",""2018"",""0"""
"0000.00.0166        ,""PARNA de Sete Cidades"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1961"",""6304"",""2018"",""0"""
"0000.00.0167        ,""PARNA de Ubajara"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Caatinga"",""PARNA"",""1959"",""6271"",""2018"",""0"""
"0000.00.0171        ,""PARNA Descobrimento"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1999"",""22694"",""2018"",""0"""
"0000.00.3410        ,""PARNA do Acari"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2016"",""896407"",""2018"",""0"""
"0000.00.1910        ,""PARNA do Alto Cariri"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""2010"",""19238"",""2018"",""0"""
"0000.00.0168        ,""PARNA do Araguaia"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Cerrado"",""PARNA"",""1959"",""555524"",""2018"",""138455"""
"0000.00.3652        ,""PARNA do BoqueirÆo da On‡a"",""Prote‡Æo Integral"",""CR7 Porto Seguro/BA"",""Caatinga"",""PARNA"",""2018"",""346908"",""2018"",""3224"""
"0000.00.0169        ,""PARNA do Cabo Orange"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""1980"",""657328"",""2018"",""0"""
"0000.00.0170        ,""PARNA do Catimbau"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""PARNA"",""2002"",""62295"",""2018"",""0"""
"0000.00.0172        ,""PARNA do Igua‡u"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1939"",""169697"",""2018"",""0"""
"0000.00.0267        ,""PARNA do Jamanxim"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""2006"",""859807"",""2018"",""0"""
"0000.00.0173        ,""PARNA do Ja£"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1980"",""2367357"",""2018"",""0"""
"0000.00.0281        ,""PARNA do Juruena"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2006"",""1958014"",""2018"",""64"""
"0000.00.0182        ,""PARNA do Monte Pascoal"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1961"",""22332"",""2018"",""0"""
"0000.00.0174        ,""PARNA do Monte Roraima"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1989"",""116749"",""2018"",""0"""
"0000.00.0175        ,""PARNA do Pantanal Mato-Grossense"",""prote‡Æo integral"",""CR10 Cuiab /MT"",""Pantanal"",""PARNA"",""1981"",""135923"",""2018"",""0"""
"0000.00.0176        ,""PARNA do Pau Brasil"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""PARNA"",""1999"",""18935"",""2018"",""0"""
"0000.00.0177        ,""PARNA do Pico da Neblina"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1979"",""2252639"",""2018"",""0"""
"0000.00.0264        ,""PARNA do Rio Novo"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""PARNA"",""2006"",""538157"",""2018"",""409"""
"0000.00.0178        ,""PARNA do Superagui"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""1989"",""33861"",""2018"",""0"""
"0000.00.0179        ,""PARNA do Viru "",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1998"",""214951"",""2018"",""0"""
"0000.00.0284        ,""PARNA dos Campos Amaz“nicos"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2006"",""961327"",""2018"",""26934"""
"0000.00.3519        ,""PARNA dos Campos Ferruginosos"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""2017"",""79086"",""2018"",""0"""
"0000.00.0277        ,""PARNA dos Campos Gerais"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2006"",""21299"",""2018"",""0"""
"0000.00.0180        ,""PARNA dos Len‡¢is Maranhenses"",""prote‡Æo integral"",""CR5 Parna¡ba/PI"",""Cerrado"",""PARNA"",""1981"",""156608"",""2018"",""0"""
"0000.00.0183        ,""PARNA Grande SertÆo Veredas"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""PARNA"",""1989"",""230856"",""2018"",""0"""
"0000.00.3137        ,""PARNA Guaricana"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""PARNA"",""2014"",""49300"",""2018"",""0"""
"0000.00.1633        ,""PARNA Mapinguari"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""PARNA"",""2008"",""1776929"",""2018"",""2241"""
"0000.00.2874        ,""PARNA Marinho das Ilhas dos Currais"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Marinho-Costeiro"",""PARNA"",""2013"",""1360"",""2018"",""0"""
"0000.00.0186        ,""PARNA Marinho de Fernando de Noronha"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""PARNA"",""1988"",""10928"",""2018"",""0"""
"0000.00.0185        ,""PARNA Marinho dos Abrolhos"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""PARNA"",""1983"",""87943"",""2018"",""0"""
"0000.00.0187        ,""PARNA Montanhas do Tumucumaque"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""PARNA"",""2002"",""3865172"",""2018"",""0"""
"0000.00.1626        ,""PARNA Nascentes do Lago Jari"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""2008"",""812753"",""2018"",""0"""
"0000.00.0189        ,""PARNA Serra da Mocidade"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""PARNA"",""1998"",""359944"",""2018"",""0"""
"0000.00.0147        ,""PARNA Serra de Itabaiana"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""PARNA"",""2005"",""7999"",""2018"",""0"""
"0000.00.0218        ,""RDS de ItatupÆ-Baqui "",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RDS"",""2005"",""64442"",""2018"",""0"""
"0000.00.3135        ,""RDS Nascentes Geraizeiras"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Cerrado"",""RDS"",""2014"",""38177"",""2018"",""0"""
"0000.00.0191        ,""REBIO Augusto Ruschi"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""3562"",""2018"",""0"""
"0000.00.2634        ,""REBIO Bom Jesus"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2012"",""34179"",""2018"",""0"""
"0000.00.0192        ,""REBIO da Contagem"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""REBIO"",""2002"",""3426"",""2018"",""0"""
"0000.00.0193        ,""REBIO da Mata Escura"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Mata Atlƒntica"",""REBIO"",""2003"",""50873"",""2018"",""444"""
"0000.00.0276        ,""REBIO das Arauc rias"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2006"",""14930"",""2018"",""0"""
"0000.00.0275        ,""REBIO das Perobas"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""REBIO"",""2006"",""8716"",""2018"",""0"""
"0000.00.0195        ,""REBIO de Comboios"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""REBIO"",""1984"",""785"",""2018"",""0"""
"0000.00.0197        ,""REBIO de Pedra Talhada"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""REBIO"",""1989"",""4382"",""2018"",""0"""
"0000.00.0215        ,""REBIO de Po‡o das Antas"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""REBIO"",""1974"",""5053"",""2018"",""0"""
"0000.00.0198        ,""REBIO de Saltinho"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""REBIO"",""1983"",""563"",""2018"",""0"""
"0000.00.0199        ,""REBIO de Santa Isabel"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""REBIO"",""1988"",""5547"",""2018"",""0"""
"0000.00.0200        ,""REBIO de Serra Negra"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Caatinga"",""REBIO"",""1982"",""625"",""2018"",""0"""
"0000.00.0201        ,""REBIO de Sooretama"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""27859"",""2018"",""0"""
"0000.00.0202        ,""REBIO de Una"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1980"",""18515"",""2018"",""0"""
"0000.00.0194        ,""REBIO do Abufari"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""REBIO"",""1982"",""223867"",""2018"",""0"""
"0000.00.0203        ,""REBIO do Atol das Rocas"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""REBIO"",""1979"",""35187"",""2018"",""0"""
"0000.00.0204        ,""REBIO do C¢rrego do Veado"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1982"",""2376"",""2018"",""0"""
"0000.00.0205        ,""REBIO do C¢rrego Grande"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""REBIO"",""1989"",""1504"",""2018"",""0"""
"0000.00.0206        ,""REBIO do Guapor‚"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""REBIO"",""1982"",""615776"",""2018"",""18218"""
"0000.00.0207        ,""REBIO do Gurupi"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""REBIO"",""1988"",""290254"",""2018"",""0"""
"0000.00.0208        ,""REBIO do Jaru"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""REBIO"",""1979"",""346864"",""2018"",""0"""
"0000.00.0209        ,""REBIO do Lago Piratuba"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""REBIO"",""1980"",""392475"",""2018"",""231"""
"0000.00.3411        ,""REBIO do Manicor‚"",""prote‡Æo integral"",""CR1 Porto Velho/RO"",""Amaz“nia"",""REBIO"",""2016"",""359063"",""2018"",""717"""
"0000.00.0210        ,""REBIO do Rio Trombetas"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""REBIO"",""1979"",""407759"",""2018"",""0"""
"0000.00.0211        ,""REBIO do Tapirap‚"",""prote‡Æo integral"",""CR4 Bel‚m/PA"",""Amaz“nia"",""REBIO"",""1989"",""99273"",""2018"",""0"""
"0000.00.0212        ,""REBIO do Tingu "",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""REBIO"",""1989"",""24841"",""2018"",""0"""
"0000.00.0213        ,""REBIO do UatumÆ"",""prote‡Æo integral"",""CR2 Manaus/AM"",""Amaz“nia"",""REBIO"",""1990"",""938732"",""2018"",""0"""
"0000.00.0196        ,""REBIO Guaribas"",""prote‡Æo integral"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""REBIO"",""1990"",""4052"",""2018"",""0"""
"0000.00.0214        ,""REBIO Marinha do Arvoredo"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Marinho-Costeiro"",""REBIO"",""1990"",""17105"",""2018"",""0"""
"0000.00.0216        ,""REBIO Nascentes da Serra do Cachimbo"",""prote‡Æo integral"",""CR3 Santar‚m/PA"",""Amaz“nia"",""REBIO"",""2005"",""342196"",""2018"",""2325"""
"0000.00.0217        ,""REBIO UniÆo"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""REBIO"",""1998"",""2923"",""2018"",""0"""
"0000.00.1563        ,""RESEX Aca£-Goiana"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""RESEX"",""2007"",""6677"",""2018"",""0"""
"0000.00.0274        ,""RESEX Alto Tarauac "",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2000"",""150924"",""2018"",""0"""
"0000.00.0285        ,""RESEX Arapixi"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2006"",""133712"",""2018"",""114"""
"0000.00.0273        ,""RESEX Ari¢ca PruanÆ"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""83817"",""2018"",""0"""
"0000.00.0220        ,""RESEX Auat¡-Paran "",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""2001"",""146949"",""2018"",""0"""
"0000.00.0221        ,""RESEX Barreiro das Antas"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2001"",""106199"",""2018"",""0"""
"0000.00.1564        ,""RESEX Chapada Limpa"",""uso sustent vel"",""CR5 Parna¡ba/PI"",""Cerrado"",""RESEX"",""2007"",""11973"",""2018"",""0"""
"0000.00.0222        ,""RESEX Chico Mendes"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""1990"",""931543"",""2018"",""0"""
"0000.00.0223        ,""RESEX Chocoar‚-Mato Grosso"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2002"",""2783"",""2018"",""0"""
"0000.00.0226        ,""RESEX da Mata Grande"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Cerrado"",""RESEX"",""1992"",""11432"",""2018"",""0"""
"0000.00.0253        ,""RESEX de Canavieiras"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""RESEX"",""2006"",""100728"",""2018"",""0"""
"0000.00.1808        ,""RESEX de Cassurub "",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""RESEX"",""2009"",""100578"",""2018"",""0"""
"0000.00.0279        ,""RESEX de Cururupu"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2004"",""186057"",""2018"",""0"""
"0000.00.0286        ,""RESEX de Recanto das Araras de Terra Ronca"",""uso sustent vel"",""CR11 Lagoa Santa/MG"",""Cerrado"",""RESEX"",""2006"",""12349"",""2018"",""5763"""
"0000.00.0228        ,""RESEX de SÆo JoÆo da Ponta"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2002"",""3409"",""2018"",""0"""
"0000.00.1517        ,""RESEX do Alto Juru "",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""1990"",""537949"",""2018"",""0"""
"0000.00.0230        ,""RESEX do Baixo Juru "",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""2001"",""178039"",""2018"",""0"""
"0000.00.0231        ,""RESEX do Batoque"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Caatinga"",""RESEX"",""2003"",""601"",""2018"",""0"""
"0000.00.0232        ,""RESEX do Cazumb -Iracema"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2002"",""750922"",""2018"",""0"""
"0000.00.1519        ,""RESEX do Ciriaco"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""1992"",""8107"",""2018"",""0"""
"0000.00.0240        ,""RESEX do Extremo Norte do Tocantins"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Cerrado"",""RESEX"",""1992"",""9071"",""2018"",""0"""
"0000.00.0242        ,""RESEX do Lago do CapanÆ Grande"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""2004"",""304313"",""2018"",""0"""
"0000.00.0233        ,""RESEX do Lago do CuniÆ"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""1999"",""50604"",""2018"",""0"""
"0000.00.0234        ,""RESEX do Mandira"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""RESEX"",""2002"",""1178"",""2018"",""0"""
"0000.00.0235        ,""RESEX do M‚dio Juru "",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""1997"",""286933"",""2018"",""0"""
"0000.00.1606        ,""RESEX do M‚dio Purus"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2008"",""604236"",""2018"",""0"""
"0000.00.1520        ,""RESEX do Quilombo Flexal"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""1992"",""9338"",""2018"",""0"""
"0000.00.1518        ,""RESEX do Rio Cajari"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""1990"",""532405"",""2018"",""3218"""
"0000.00.0238        ,""RESEX do Rio do Caut rio"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2001"",""75125"",""2018"",""0"""
"0000.00.0239        ,""RESEX do Rio Juta¡"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""2002"",""275516"",""2018"",""0"""
"0000.00.0256        ,""RESEX do Rio Ouro Preto"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""1990"",""204633"",""2018"",""0"""
"0000.00.0288        ,""RESEX Gurup -Melga‡o"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2006"",""145574"",""2018"",""0"""
"0000.00.0241        ,""RESEX Ipa£-Anilzinho"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""55835"",""2018"",""0"""
"0000.00.1628        ,""RESEX Itux¡"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2008"",""776330"",""2018"",""0"""
"0000.00.0287        ,""RESEX Lago do Cedro"",""uso sustent vel"",""CR10 Cuiab /MT"",""Cerrado"",""RESEX"",""2006"",""17404"",""2018"",""0"""
"0000.00.0243        ,""RESEX MÆe Grande de Curu‡a"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2002"",""36679"",""2018"",""0"""
"0000.00.0244        ,""RESEX Mapu "",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""93748"",""2018"",""0"""
"0000.00.0227        ,""RESEX MaracanÆ"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2002"",""30180"",""2018"",""0"""
"0000.00.0247        ,""RESEX Marinha AraÖ-Peroba"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""50555"",""2018"",""0"""
"0000.00.0248        ,""RESEX Marinha Caet‚-Tapera‡u"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""42490"",""2018"",""0"""
"0000.00.3134        ,""RESEX Marinha Cuinarana"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Marinho-Costeiro"",""RESEX"",""2014"",""11037"",""2018"",""0"""
"0000.00.0245        ,""RESEX Marinha da Baia de Iguape"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""RESEX"",""2000"",""10083"",""2018"",""0"""
"0000.00.0246        ,""RESEX Marinha da Lagoa do Jequi "",""uso sustent vel"",""CR6 Cabedelo/PB"",""Mata Atlƒntica"",""RESEX"",""2001"",""10204"",""2018"",""0"""
"0000.00.0249        ,""RESEX Marinha de Gurupi-Piri "",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""72790"",""2018"",""0"""
"0000.00.0254        ,""RESEX Marinha de Soure"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2001"",""29579"",""2018"",""0"""
"0000.00.0251        ,""RESEX Marinha do Arraial do Cabo"",""uso sustent vel"",""CR8 Rio de Janeiro/RJ"",""Mata Atlƒntica"",""RESEX"",""1997"",""51677"",""2018"",""0"""
"0000.00.0252        ,""RESEX Marinha do Corumbau"",""uso sustent vel"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""RESEX"",""2000"",""89598"",""2018"",""0"""
"0000.00.0225        ,""RESEX Marinha do Delta do Parna¡ba"",""uso sustent vel"",""CR5 Parna¡ba/PI"",""Cerrado"",""RESEX"",""2000"",""27022"",""2018"",""0"""
"0000.00.3133        ,""RESEX Marinha Mestre Lucindo"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Marinho-Costeiro"",""RESEX"",""2014"",""26465"",""2018"",""0"""
"0000.00.3132        ,""RESEX Marinha Mocapajuba"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Marinho-Costeiro"",""RESEX"",""2014"",""21029"",""2018"",""0"""
"0000.00.0255        ,""RESEX Marinha Pirajuba‚"",""uso sustent vel"",""CR9 Florian¢polis/SC"",""Marinho-Costeiro"",""RESEX"",""1992"",""1712"",""2018"",""0"""
"0000.00.0250        ,""RESEX Marinha Tracuateua"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2005"",""27865"",""2018"",""0"""
"0000.00.1809        ,""RESEX Prainha do Canto Verde"",""uso sustent vel"",""CR6 Cabedelo/PB"",""Marinho-Costeiro"",""RESEX"",""2009"",""29805"",""2018"",""0"""
"0000.00.1810        ,""RESEX Renascer"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""2009"",""209667"",""2018"",""0"""
"0000.00.0280        ,""RESEX Rio Iriri"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""2006"",""398998"",""2018"",""0"""
"0000.00.0283        ,""RESEX Rio Unini"",""uso sustent vel"",""CR2 Manaus/AM"",""Amaz“nia"",""RESEX"",""2006"",""849693"",""2018"",""0"""
"0000.00.1635        ,""RESEX Rio Xingu"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""2008"",""303005"",""2018"",""0"""
"0000.00.0257        ,""RESEX Riozinho da Liberdade"",""uso sustent vel"",""CR1 Porto Velho/RO"",""Amaz“nia"",""RESEX"",""2005"",""324906"",""2018"",""0"""
"0000.00.0258        ,""RESEX Riozinho do Anfr¡sio"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""2004"",""736144"",""2018"",""0"""
"0000.00.0259        ,""RESEX Tapaj¢s-Arapiuns"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""1998"",""677521"",""2018"",""0"""
"0000.00.0282        ,""RESEX Terra Grande-Pracuuba"",""uso sustent vel"",""CR4 Bel‚m/PA"",""Amaz“nia"",""RESEX"",""2006"",""194870"",""2018"",""0"""
"0000.00.0260        ,""RESEX Verde Para Sempre"",""uso sustent vel"",""CR3 Santar‚m/PA"",""Amaz“nia"",""RESEX"",""2004"",""1289380"",""2018"",""0"""
"0000.00.0219        ,""REVIS das Veredas do Oeste Baiano"",""prote‡Æo integral"",""CR11 Lagoa Santa/MG"",""Cerrado"",""RVS"",""2002"",""128051"",""2018"",""321"""
"0000.00.1907        ,""REVIS de Boa Nova"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""RVS"",""2010"",""15024"",""2018"",""0"""
"0000.00.1911        ,""REVIS de Santa Cruz"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Marinho-Costeiro"",""RVS"",""2010"",""17710"",""2018"",""0"""
"0000.00.1880        ,""REVIS de Una"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""RVS"",""2007"",""23424"",""2018"",""0"""
"0000.00.3432        ,""REVIS do Arquip‚lago de Alcatrazes"",""prote‡Æo integral"",""CR8 Rio de Janeiro/RJ"",""Marinho-Costeiro"",""RVS"",""2016"",""67364"",""2018"",""0"""
"0000.00.1813        ,""REVIS do Rio dos Frades"",""prote‡Æo integral"",""CR7 Porto Seguro/BA"",""Mata Atlƒntica"",""RVS"",""2007"",""899"",""2018"",""0"""
"0000.00.0278        ,""REVIS dos Campos de Palmas"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Mata Atlƒntica"",""RVS"",""2006"",""16594"",""2018"",""0"""
"0000.00.0190        ,""REVIS Ilha dos Lobos"",""prote‡Æo integral"",""CR9 Florian¢polis/SC"",""Marinho-Costeiro"",""RVS"",""2005"",""142"",""2018"",""0"""
